0,1
130,ARROW法隆寺店,https://p-town.dmm.com/lp
131,ARROW浪速店,https://www.pscube.jp/dedamajyoho-P-townDMMpachi/c732920/
132,ARROW香里園店,https://p-town.dmm.com/lp
133,ARROW．COM国分店,https://minpachi.com/
134,ARUSAIII,none
135,Asahiスーパーライト館,none
136,Asahiスーパーライト館五位堂駅前店,none
137,ASAHI出玉館,https://minpachi.com/
138,ASTY,https://minpachi.com/
139,ASTY蒲生店,https://minpachi.com/
140,ASTY都城店,https://minpachi.com/
141,ASTY霧島店,https://minpachi.com/
142,ASUKA,https://minpachi.com/
143,ATLAS虹ヶ丘店,https://minpachi.com/
144,ATOM．７,none
145,AXiS,https://minpachi.com/
146,AXISII,none
147,A’PEX東櫛原店,https://p-town.dmm.com/lp
148,B’Z名古屋南店,none
149,B-MAX 鹿島店,https://minpachi.com/
150,B-MAX玖珠店,https://daidata.goraggio.com/101075
151,B.B.東雲店,https://minpachi.com/
152,B2-ZONE各務原店,https://minpachi.com/
153,BANBAN,https://minpachi.com/
154,BANGBANG大村店,https://daidata.goraggio.com/101008
155,BASE小郡,none
156,BASE豊前店,none
157,BBステーション佐野店,https://p-ken.jp/p-bbsano/bonus/
158,BBステーション日暮里店,https://p-ken.jp/p-bbnippori/bonus/
159,Be -1柳川店,https://minpachi.com/
160,Be-1ＳＡＧＡ,http://www.p-world.co.jp/_machine/dedama.cgi?hall_id=011908&amp
161,BEAM by HIKARI,https://daidata.goraggio.com/100619
162,BEAM KUSHIMA,https://daidata.goraggio.com/100384
163,BEAM　SHIBUSHI,https://daidata.goraggio.com/100207
164,BEAM別府店,none
165,BEAM新井薬師,https://minpachi.com/
166,BEGIN,https://minpachi.com/
167,Bel z,https://p-town.dmm.com/lp
168,BELLAGIO本店,https://daidata.goraggio.com/100671
169,BELLAGIO石橋店,https://daidata.goraggio.com/100663
170,BIG ROCKY 坂出店,http://rocky-group.pt.teramoba2.com/br-sakaide/
171,BIG ROCKY 新居浜店,https://minpachi.com/
172,BIG-1,https://minpachi.com/
173,BIG1ROCKY西条店,https://minpachi.com/
174,BIG1名古屋北店,https://minpachi.com/
175,BIG1岡崎店,https://minpachi.com/
176,BIG1春日井店,https://minpachi.com/
177,BIGBANG八尾店,https://minpachi.com/
178,BIGBAN松阪店,https://minpachi.com/
179,BIG　BANG,none
180,BIG　BOSS　1000,https://p-town.dmm.com/lp
181,BIG　PANDORA　井土ヶ谷店　新館,https://p-town.dmm.com/lp
182,BIG　PANDORA　井土ヶ谷店　本館,https://minpachi.com/
183,BIG　PANDORA　浅草店ライト館,https://minpachi.com/
184,BIG　PANDORA　浅草店本館,https://minpachi.com/
185,BIGディッパー京都駅前店,https://p-town.dmm.com/lp
186,BIGディッパー大井町店,http://papimo.jp/h/00031798/hit/top
187,BIGディッパー彦根店,https://www.pscube.jp/dedamajyoho-P-townDMMpachi/c736602/
188,BIGディッパー新橋1号店,https://minpachi.com/
189,BIGディッパー新橋2号店,https://minpachi.com/
190,BIGディッパー田辺店,https://minpachi.com/
191,BIGディッパー門前仲町店,https://papimo.jp/h/00031825/hit/top
192,BIG大王東店,https://www.p-world.co.jp/_machine/dedama.cgi?hall_id=012832&amp
193,BIG２２,https://daidata.goraggio.com/100681
194,bingo21,https://minpachi.com/
195,BINGO南茅部店,https://minpachi.com/
196,BINGO松前店,https://minpachi.com/
197,BINGO美深店,https://minpachi.com/
198,BLACK　BIRD,https://p-ken.jp/p-clubblackbird/bonus/
199,BLESS,https://minpachi.com/
200,BM八日市店,https://daidata.goraggio.com/100850
201,BM湖南店,https://daidata.goraggio.com/100849
202,BM竜王店,https://minpachi.com/
203,BOOM天神本店,http://boom-rocky.pt.teramoba2.com/boomtengin/
204,BOSS尾花沢,https://minpachi.com/
205,BRAJAN,https://papimo.jp/h/00041641/hit/top
206,BUDDY篠塚店,none
207,BUFFALO　DX,https://minpachi.com/
208,BUNBUN,none
209,BUN・EI,https://minpachi.com/
210,BURNING 　SUN,none
211,B．B．祗園店,https://minpachi.com/
212,C-RIZE一宮店,https://minpachi.com/
213,C-RIZE北淡店,none
214,C-RIZE東浦店,https://minpachi.com/
215,C-RIZE津名店,https://minpachi.com/
216,C-RIZE高砂店,none
217,C-RIZE高砂店,none
218,CASA7131,none
219,CHALLENGER,https://minpachi.com/
220,CHAMPION,none
221,chaos佐沼,http://www.d-deltanet.com/pc/D0101.do?pmc=05007005
222,chaos古川,http://papimo.jp/P-World/hit/top/00011668/
223,chaos合川店,http://papimo.jp/h/00011636/hit/top
224,chaos大館店,https://minpachi.com/
225,chaos鷹巣店,http://papimo.jp/h/00011635/hit/top
226,CHIKASAKU,https://minpachi.com/
227,CHIKASAKUII,https://minpachi.com/
228,CIAO遊ぱち館,none
229,CIRCUS　CIRCUS,none
230,CLIMAX,none
231,CLUB-D,https://www.daitoyo.com/daitoyo-app
232,CLUB-D　UMEDA,https://www.daitoyo.com/daitoyo-app
233,CLUB　BELLONA,none
234,Club　FENIX　浦安店,https://minpachi.com/
235,Club　FENIX　笹沖店,https://p-tora.com/other/smafo/hall/detail.html?no=5397
236,CLUB　GET　1,https://minpachi.com/
237,Club　Lien,none
238,CO-MO,https://minpachi.com/
239,CO-MO福知山店,https://minpachi.com/
240,Cochi・Pachi（コチパチ）,https://daidata.goraggio.com/100613
241,COCO,https://minpachi.com/
242,CODE　S＆Ｌ　西院店,https://minpachi.com/
243,CODE伏見店,none
244,COM’S,none
245,CORE21インター店,none
246,CORE21上熊本店,https://minpachi.com/
247,CORE21下通店,https://minpachi.com/
248,CORE21人吉店,none
249,CORE21川尻店,https://minpachi.com/
250,CORE21御船店,https://minpachi.com/
251,CORE21戸島店,https://minpachi.com/
252,CORE21新八代店,https://minpachi.com/
253,CORE21水俣店,https://minpachi.com/
254,CORE21玉名店,https://minpachi.com/
255,CORE21菊陽店,https://minpachi.com/
256,CORE２１健軍店,https://minpachi.com/
257,CORONA500,http://corona.pt.teramoba2.com/corona500/rack_info/
258,COSMIX泉南店,none
259,CPセントラルパーク南大分店,https://daidata.goraggio.com/100198
260,CPセントラルパーク豊後高田店,none
261,CREV伊達店,https://www.pscube.jp/dedamajyoho-P-townDMMpachi/c726701/
262,CROWN,none
263,CUBA5th,https://p-town.dmm.com/lp
264,CUBA6th,https://p-town.dmm.com/lp
265,CUBA西梅田店,https://daidata.goraggio.com/100593
266,CUBA４th東梅田店,http://www.pscube.jp/dedamajyoho-P-townDMMpachi/c712503/
267,CUBE　annex,https://minpachi.com/
268,D ’station坂戸店,http://www.pscube.jp/h/a718734/
269,D ・1,http://www.pscube.jp/dedamajyoho-P-townDMMpachi/c750201/
270,D’s club新津店,https://papimo.jp/h/00021711/hit/top
271,D’station上田店,https://daidata.goraggio.com/100809
272,D-LINE,https://minpachi.com/
273,D-ZONE春江店,https://minpachi.com/
274,DAC,none
275,DAIGORO　Z 　厚別店,https://minpachi.com/
276,DAIGORO　Z　共和店,https://minpachi.com/
277,DAIGORO　Z　手稲店,https://minpachi.com/
278,DAIICHIはんぱち家,none
279,DAIICHI東梅田店,https://minpachi.com/
280,DAIICHI粉浜店,https://minpachi.com/
281,DAIMARU南アルプス店,https://minpachi.com/
282,DAIMARU大里店,https://minpachi.com/
283,DAIMARU富士吉田店,https://minpachi.com/
284,DAIMARU田野倉店,https://minpachi.com/
285,DAIMARU石和店,https://minpachi.com/
286,DAIMARU竜王店,https://minpachi.com/
287,DAISYO,https://p-town.dmm.com/lp
288,DAMZ上越店,https://p-town.dmm.com/lp
289,DAMZ佐和田,https://p-town.dmm.com/lp
290,DAMZ六日町店,https://www.pscube.jp/dedamajyoho-P-townDMMpachi/c726513/
291,DAMZ十日町きらめき店,https://p-town.dmm.com/lp
292,DAMZ十日町本町店,none
293,DAMZ小出,https://p-town.dmm.com/lp
294,DAMZ小千谷,https://www.pscube.jp/dedamajyoho-P-townDMMpachi/c726503/
295,DAMZ小新,http://damz.pt.teramoba2.com/kosin/
296,DAMZ新発田店,https://p-town.dmm.com/lp
297,DAMZ村上店,https://www.pscube.jp/dedamajyoho-P-townDMMpachi/c726505/
298,DAMZ柏崎店,https://p-town.dmm.com/lp
299,DAMZ柿崎,https://www.pscube.jp/dedamajyoho-P-townDMMpachi/c726519/
300,DAMZ県央店,http://damz.pt.teramoba2.com/kenou/
301,DAMZ竹尾インター本店,http://damz.pt.teramoba2.com/takeo/
302,DAMZ見附今町店,https://www.pscube.jp/dedamajyoho-P-townDMMpachi/c726504/
303,DASZO21,none
304,DAS小山,https://p-ken.jp/p-das/bonus/
305,DAZ高松中央店,http://kingofkings1.pt.teramoba2.com/kingofkings/
306,DD武豊店,https://minpachi.com/
307,Dear HASAMA,https://minpachi.com/
308,DEAR日田,none
309,Dee 3,https://www.pscube.jp/dedamajyoho-P-townDMMpachi/c728803/
310,Dee5臼杵店,https://minpachi.com/
311,DELGRAND上横田,https://apply-web.com/delgrand_kamiyokota/link.php?fid=705
312,DELGRAND下栗,https://p-town.dmm.com/lp
313,DELGRAND真岡,https://minpachi.com/
314,DEL弥富店,https://daidata.goraggio.com/100549
315,DEME-KING,https://minpachi.com/
316,DERUZE小松店,none
317,DERUZE白山店,none
318,DIA,https://minpachi.com/
319,DinoJoy,https://www.d-deltanet.com/pc/contents/html/pachirobo/
320,Dino六甲道,https://minpachi.com/
321,Dino武庫川,https://minpachi.com/
322,Dino甲子園口,https://minpachi.com/
323,Dino青木駅前,https://minpachi.com/
324,Dio　Premio　土山店,none
325,DOME,https://papimo.jp/h/00061872/hit/top
326,DOMZZ大竹,none
327,DOMZZ小野田,none
328,DOMZZ岩国,https://minpachi.com/
329,DOTCOM行橋店,none
330,DRAGON,none
331,DRAGON,https://minpachi.com/
332,DRAGON倉賀野,https://p-town.dmm.com/lp
333,DREAM-1,http://hakuwa.pt.teramoba2.com/hl-1006/
334,Dream．1,none
335,DSG WORLD豊田店,https://minpachi.com/
336,DSG　ARENA　七尾,https://minpachi.com/
337,DSG　MEGA　CITY,https://minpachi.com/
338,DSG　MEGA　WORLD,https://minpachi.com/
339,DSG　WORLD,https://minpachi.com/
340,DSGアリーナ,https://minpachi.com/
341,DSGアリーナ高岡店,https://minpachi.com/
342,DSG小松大将軍,https://minpachi.com/
343,Durham S-1,https://p-town.dmm.com/free_pages/3056
344,Durham800,https://www.pscube.jp/dedamajyoho-P-townDMMpachi/c724902/
345,D’station中間店,https://minpachi.com/
346,D’station伊勢崎店,http://www.pscube.jp/h/a718705/
347,D’station佐倉店,https://p-town.dmm.com/lp
348,D’station八王子北野店,http://www.pscube.jp/h/a718721/
349,D’station前橋南店,http://www.pscube.jp/h/a718707/
350,D’station前橋若宮店,http://www.pscube.jp/h/a718711/
351,D’station大崎店,http://www.pscube.jp/h/a718717/
352,D’station太田矢島店,http://www.pscube.jp/h/a718702/
353,D’station安中店,http://www.pscube.jp/h/a718715/
354,D’station富岡店,http://www.pscube.jp/h/a718716/
355,D’station杉戸店,http://www.pscube.jp/h/a718736/
356,D’station東金店,https://p-town.dmm.com/lp
357,D’station沼田総本店,http://www.pscube.jp/h/a718709/
358,D’station渋川インター店,http://www.pscube.jp/h/a718710/
359,D’station渋川金井店,none
360,D’station綱島店,none
361,D’station館林店,http://www.pscube.jp/h/a718701/
362,D’station高崎店,http://www.pscube.jp/h/a718714/
363,D’stationＷＡＫＯ鹿島店,http://www.pscube.jp/h/a718740/
364,D’s　club,none
365,D’s　club　五泉店,https://papimo.jp/h/00021601/hit/top
366,D’s　club　分水店,https://papimo.jp/h/00021658/hit/top
367,D’s　club　水原店,https://papimo.jp/h/00021710/hit/top
368,D’s　club　河渡店,http://papimo.jp/h/00021565/hit/top
369,D’s　club　燕三条店,https://papimo.jp/h/00021551/hit/top
370,E-1新国道店,none
371,e-asahi長野稲葉,http://papimo.jp/h/00042000/hit/top/
372,e-BOX,none
373,e-style　イースタイル,none
374,EARTH21高砂店,https://minpachi.com/
375,EAYO,https://minpachi.com/
376,EDOGAWADAI　Center,https://minpachi.com/
377,EEE STUDIO,https://minpachi.com/
378,EIKO,https://daidata.goraggio.com/100650
379,EIKO中野新橋店,https://minpachi.com/
380,EITO,none
381,ENJOY館大津店,https://minpachi.com/
382,ENJOY館空港通店,https://minpachi.com/
383,EPICA,none
384,ESPASO東通店,https://minpachi.com/
385,ESPASO秋田南店,https://minpachi.com/
386,EURO桑名店,https://p-town.dmm.com/lp
387,EVO直方,https://daidata.goraggio.com/100774
388,EVO３（イーヴォスリー）,https://p-town.dmm.com/lp
389,EXCITING　SLOT　ARK,none
390,Exciting　Slot　Club　DeruDeru,https://p-town.dmm.com/lp
391,EX　HOTAKA,https://minpachi.com/
392,EX松本店,https://minpachi.com/
393,Eスペース妻沼店,https://p-ken.jp/p-espacemenuma/bonus/
394,Eスペース福岡本店,http://papimo.jp/h/00081807/hit/top
395,Eスペース福岡東店,https://www.pscube.jp/dedamajyoho-P-townDMMpachi/c733103/cgi-bin/nc-v02-001.php?cd_ps=2
396,Eスペース篠栗店,https://minpachi.com/
397,Eスペース赤坂店,none
398,e－asahi上田店,none
399,F-1,https://p-town.dmm.com/lp
400,FACE570新市街,https://minpachi.com/
401,FALK,https://minpachi.com/
402,Fantasista,http://fantasista.p-moba.net/game.php
403,FAST東浦店,https://p-town.dmm.com/shops/aichi/6327/jackpot
404,FESPA,none
405,FESTA,https://minpachi.com/
406,FESTAポートサイド店,https://minpachi.com/
407,Figo,none
408,FOREST,none
409,FORE若松Ⅱ,https://minpachi.com/
410,FORE若松本店,https://minpachi.com/
411,FORUM -１藤崎店,https://minpachi.com/
412,Four　Season’s　ゼロ,https://minpachi.com/
413,FREEDOM,http://000003.p-moba.net/s/game_list.php?type=3&amp
414,FUJIMI吉原南店,none
415,FUJIMI富士インター店,https://p-town.dmm.com/lp
416,FUJIMI西焼津店,https://p-town.dmm.com/lp
417,FUJIMI鷹岡店,https://p-town.dmm.com/lp
418,FUJI津店,https://minpachi.com/
419,FUJI芸濃店,https://p-town.dmm.com/lp
420,FUKAEプラザ,none
421,FULLSLOT,http://www.pscube.jp/dedamajyoho-P-townDMMpachi/c748501/
422,FUYO伊呂波町店,https://minpachi.com/
423,FUYO沼津店,https://minpachi.com/
424,G-ONE,https://minpachi.com/
425,G-ONE　SLOT　十川,https://minpachi.com/
426,G-ONEいちえんや,https://minpachi.com/
427,G-ONEスロット,https://daidata.goraggio.com/100299
428,G-ONE三好,none
429,G-ONE二軒屋,https://minpachi.com/
430,G-ONE吉祥寺,https://daidata.goraggio.com/100244
431,G-ONE豊郷,https://minpachi.com/
432,G-SITEミナト木場インター店,https://p-tora.com/toukai/smafo/hall/item.html?no=716&amp
433,G-SITE中村豊公橋東店,https://minpachi.com/
434,G-SITE大垣インター店,https://p-town.dmm.com/lp
435,G-SITE桑名多度店,https://p-tora.com/toukai/hall/index.html?no=158
436,G-SITE関店,https://p-tora.com/toukai/hall/index.html?no=395
437,G7,https://p-ken.jp/p-aichi-g7/bonus/
438,G7,none
439,GAUDI湘南平塚,https://minpachi.com/
440,GAUDI湘南茅ヶ崎,https://minpachi.com/
441,GAUDI湘南茅ヶ崎スロット館,https://minpachi.com/
442,GA王茅ヶ崎店,https://ameblo.jp/gaouchigasaki/
443,GENESIS,https://minpachi.com/
444,GET HOUSE ニューいせや田宮店,none
445,GETGET１０００,none
446,Gethouseニューいせや美章園店,https://minpachi.com/
447,GetHouseニューいせや藍住店,none
448,GET　HOUSE　ニューいせや小松島店,https://minpachi.com/
449,GET　PLAZA　アイズミ,none
450,GET　PLAZA　川内,none
451,GET　PLAZA石井,none
452,GET佐原店,https://minpachi.com/
453,GINGA,https://minpachi.com/
454,GINZA　P-style,https://daidata.goraggio.com/100808
455,GINZA　S-style,https://p-town.dmm.com/lp
456,GINZA　U-style,https://minpachi.com/
457,GION小倉,https://daidata.goraggio.com/100567
458,GION１・１,https://daidata.goraggio.com/100556
459,GIRASOLE ASAHI（アサヒ会館・ジョイタイムスロット）,https://www.pscube.jp/dedamajyoho-P-townDMMpachi/c738901/
460,Glace（グラッセ）,http://tiger.pt.teramoba2.com/glace/rack_info/
461,GLAYS鴨宮店,none
462,GM2,http://www.pscube.jp/h/a702801/
463,GO,http://papimo.jp/h/00051686/hit/top/
464,GOLD玉越トヨタ店,http://www.pscube.jp/dedamajyoho-P-townDMMpachi/c748708/
465,GOLD玉越中川店,http://www.pscube.jp/dedamajyoho-P-townDMMpachi/c748704/
466,GOLD玉越春日井インター店,http://www.pscube.jp/dedamajyoho-P-townDMMpachi/c748706/
467,GOLD玉越本店,http://www.pscube.jp/dedamajyoho-P-townDMMpachi/c748701/
468,GOLD玉越東郷店,http://www.pscube.jp/dedamajyoho-P-townDMMpachi/c748702/
469,GOLD玉越桶狭間店,http://www.pscube.jp/dedamajyoho-P-townDMMpachi/c748707/
470,GOLD玉越浄水店,http://www.pscube.jp/dedamajyoho-P-townDMMpachi/c748703/
471,GooBle　Park,https://minpachi.com/
472,Goodluck,none
473,GORILLA,none
474,GORILLA南陽店,https://daidata.goraggio.com/100623
475,GO　ROCK　河内長野駅前店,none
476,GR,https://minpachi.com/
477,GRACE,https://minpachi.com/
478,GRAND G-ONE甲賀水口店,https://daidata.goraggio.com/101017
479,GRAND SEPIA,http://grandsepia.p-moba.net/s/
480,Grande　Otto,http://internet.p-moba.net/s/game.php
481,GRAND　SEPIA　古河店,none
482,GranNEWYORK大東店,https://minpachi.com/
483,Gran　Vista,https://minpachi.com/
484,GroundZero,https://minpachi.com/
485,GUM,none
486,GUYS,https://minpachi.com/
487,G－ONE那珂店,https://minpachi.com/
488,G－TOP白河店,none
489,HAKKO,none
490,HALULU,http://halulu.pt.teramoba2.com/halulu888/rack_info/
491,HAND’S甚目寺店,none
492,HAP’1-NH　WARABI,http://papimo.jp/h/00021521/hit/top
493,HAPPINESS,https://minpachi.com/
494,Happy,none
495,HAPPYBOX和泉店,https://minpachi.com/
496,Happy　BOSS,https://minpachi.com/
497,HAPPY　BOX　みはら店,none
498,HAPPY　G・FUJISAWA,https://www.d-deltanet.com/pc/HallSelectLink.do?hallcode=14053008
499,HardRock仙台駅前店,https://minpachi.com/
500,HEAT123,https://minpachi.com/
501,HEIWA　NEXUS,https://minpachi.com/
502,heiwaいの店,https://minpachi.com/
503,HEIWA串木野店,https://minpachi.com/
504,HEIWA市来店,https://minpachi.com/
505,HEIWA脇本店,https://minpachi.com/
506,HEIWA高尾野店,https://minpachi.com/
507,HEY！HEY！HEY！,none
508,HINODE,https://minpachi.com/
509,HINODE大野城店,https://www.p-world.co.jp/_machine/dedama.cgi?hall_id=015196&amp
510,HINODE志免店,https://sunrize.jp/
511,HINODE松崎店,https://minpachi.com/
512,HURA　wave　（フラ・ウェーブ）,none
513,HYPER　ARROW　泉北店,https://www.pscube.jp/dedamajyoho-P-townDMMpachi/c732918/
514,HYPER　ARROW　深井店,https://www.pscube.jp/dedamajyoho-P-townDMMpachi/c732910/
515,HYPER　ARROW松ヶ丘店,https://www.pscube.jp/dedamajyoho-P-townDMMpachi/c732909/
516,HYPER　ARROW長野店,https://minpachi.com/
517,HYPER　SLOT　GINSEI,none
518,HYPERチャンピオン,none
519,Hひまわり大和田店,none
520,Hひまわり星田店,none
521,IBAHASHI,https://minpachi.com/
522,ICHI-BAN草津店,https://p-town.dmm.com/lp
523,ICHI　BAN本店,https://p-town.dmm.com/lp
524,INDY500,https://daidata.goraggio.com/100767
525,INDY　G　STAGE,https://minpachi.com/
526,IPPUKU,https://minpachi.com/
527,IYOOGAIA,https://minpachi.com/
528,i　fenix,https://minpachi.com/
529,J J 空港通店,none
530,J ・PARKディノ店,http://jdino.p-moba.net/
531,J-CLUB西新井店,https://www.pscube.jp/dedamajyoho-P-townDMMpachi/c742701/cgi-bin
532,J-GRANDE,https://minpachi.com/
533,J-コースト,https://minpachi.com/
534,J-スクエア,https://minpachi.com/
535,J-人生会館,https://minpachi.com/
536,JACK10＋,none
537,JAM FRIEND CLUB 久慈,http://papimo.jp/h/00011631/hit/top
538,JAM FRIEND・CLUB　Ａ久慈,https://papimo.jp/h/00011710/hit/top
